Ordem;Família;Material;#;Stock inical;nº NE's;UN
1457;ELE;PONTEIRA 2,5MM LARANJA;22;99;2;UN
1458;ELE;PONTEIRA 25MM PRETO;19;50;1;UN
1459;ELE;PONTEIRA 4MM CINZA;18;300;2;UN
1460;ELE;PONTEIRA 6MM VERDE;18;199;2;UN
1461;MFE;PONTEIRO C/PROTEÇÃO 350 X 16;28;0;1;UN
1462;MFE;PONTEIRO SDS-MAX 400MM BETÃO ARMADO;35;0;0;UN
1463;FER;PORCA DE MAMA INOX M10;22;14;2;UN
1464;FER;PORCA DE MAMA INOX M12;22;62;2;UN
1465;FER;PORCA DE MAMA INOX M14;22;11;1;UN
1466;FER;PORCA DE MAMA INOX M16;22;15;1;UN
1467;FER;PORCA DE MAMA INOX M6;21;55;2;UN
1468;FER;PORCA DE MAMA INOX M8;21;20;2;UN
1469;FER;PORCA DE MAMA ZN M10;20;10;1;UN
1470;FER;PORCA DE MAMA ZN M12;20;10;1;UN
1471;FER;PORCA DE MAMA ZN M6;19;50;1;UN
1472;FER;PORCA DE MAMA ZN M8;19;2;1;UN
1473;FER;PORCA DE REBITES ROSCADO M10X15MM;33;0;0;UN
1474;FER;PORCA DE REBITES ROSCADO M6X15MM;32;0;1;UN
1475;FER;PORCA DE REBITES ROSCADO M8X15MM;32;0;1;UN
1476;FER;PORCA INOX M10;14;264;3;UN
1477;FER;PORCA INOX M12;14;180;3;UN
1478;FER;PORCA INOX M14;14;94;3;UN
1479;FER;PORCA INOX M16;14;292;3;UN
1480;FER;PORCA INOX M6;13;304;3;UN
1481;FER;PORCA INOX M8;13;549;3;UN
1482;FER;PORCA ZN M10;12;295;3;UN
1483;FER;PORCA ZN M10 C/ FREIO;21;86;2;UN
1484;FER;PORCA ZN M12;12;226;2;UN
1485;FER;PORCA ZN M12 C/ FREIO;21;504;2;UN
1486;FER;PORCA ZN M14;12;172;2;UN
1487;FER;PORCA ZN M14 C/ FREIO;21;84;1;UN
1488;FER;PORCA ZN M16;12;342;2;UN
1489;FER;PORCA ZN M16 C/ FREIO;21;84;1;UN
1490;FER;PORCA ZN M6;11;255;3;UN
1491;FER;PORCA ZN M6 C/ FREIO;20;260;2;UN
1492;FER;PORCA ZN M6 ORELHA;18;47;2;UN
1493;FER;PORCA ZN M8;11;610;3;UN
1494;FER;PORCA ZN M8 C/ FREIO;20;11;2;UN
1495;FER;PORCA ZN M8 ORELHA;18;58;2;UN
1496;ELE;PORTA FUSÍVEIS UNIPOLARES 10X38;31;655;1;UN
1497;ELE;PORTA FUSÍVEIS UNIPOLARES 14X51;31;87;1;UN
1498;ELE;PORTA FUSÍVEIS UNIPOLARES 22X58;31;23;1;UN
1499;PICH;PORTA ROLOS DE PAPEL DE MÃOS;28;0;1;UN
1500;ELE;PORTINHOLA P100 C/ FECHO - BARRAMENTO TERRA E NEUTRO;52;4;2;UN
1501;ELE;PORTINHOLA P400 C/ FECHO C/BARRAMENTO DE NEUTRO COMPLETO REFª 03 PBTE 400 T;75;0;2;UN
1502;ELE;PORTINHOLA P50 C/FECHO - BARRAMENTO TERRA E NEUTRO;50;0;2;UN
1503;CAR;PREGO 1/2 TELHAR GALVANIZADO;28;4;2;KG
1504;CAR;PREGO GALEOTA GALVANIZADO;25;2;2;KG
1505;CAR;PREGO Nº 3 GALVANIZADO;22;4;2;KG
1506;CAR;PREGO Nº 6 GALVANIZADO;22;3,8;2;KG
1507;DIV;PREGO P/PISTOLA DE AR COMPRIMIDO 12 X 12;40;30000;1;UN
1508;DIV;PREGO P/PISTOLA DE AR COMPRIMIDO 12 X 15;40;15000;1;UN
1509;DIV;PREGO P/PISTOLA DE AR COMPRIMIDO 12 X 20;40;10000;1;UN
1510;DIV;PREGO P/PISTOLA DE AR COMPRIMIDO 12 X 25;40;5000;1;UN
1511;DIV;PREGO P/PISTOLA DE AR COMPRIMIDO 12 X 30;40;5000;1;UN
1512;DIV;PREGO P/PISTOLA DE AR COMPRIMIDO 12 X 35;40;5000;1;UN
1513;DIV;PREGO P/PISTOLA DE AR COMPRIMIDO 12 X 40;40;0;1;UN
1514;DIV;PREGO P/PISTOLA DE AR COMPRIMIDO 12 X 45;40;13249;1;UN
1515;DIV;PREGO P/PISTOLA DE AR COMPRIMIDO 12 X 50;40;15000;1;UN
1516;PINT;PRIMARIO AQUOSO MADEIRAS_1LTS;29;2;1;UN
1517;PINT;PRIMARIO BRANCO DE SECAGEM NORMAL 0,75LTS;41;52;2;UN
1518;PINT;PRIMÁRIO BRANCO P/ PAREDES 15LTS TIPO SIKAGUARD ;48;9;2;UN
1519;PINT;PRIMARIO BRANCO_4/5LTS;22;2;1;UN
1520;PINT;PRIMARIO CINZA  WASH-PRIMMER 0,75 OU1LTS;40;0;1;UN
1521;PINT;PRIMARIO CINZA 0,75 OU1LTS TIPO CIN;35;45;2;UN
1522;PINT;PRIMARIO CINZENTO SR_4LTS;25;3;1;UN
1523;PINT;PRIMARIO CINZENTO_4LTS;22;12;1;UN
1524;PINT;PRIMARIO CÔR ÓXIDO DE FERRO_LATA 1LTS_ TIPO CIN;47;2;1;UN
1525;PINT;PRIMARIO ISOLANTE BRANCA_15LTS_ TIPO CIN;40;10;2;UN
1526;PINT;PRIMARIO ISOLANTE BRANCA_1LTS;29;7;1;UN
1527;PINT;PRIMARIO RAL 6005 SRVERDE GARRAFA_LATA 0,75LTS_TIPO CIN;55;2;1;UN
1528;PINT;PRIMARIO RAL 6005 VERDE GARRAFA, SECAGEM NORMAL_LATA 0,75LTS_TIPO CIN;69;4;1;UN
1529;PINT;PRIMARIO RAL 6019, SECAGEM NORMAL_LATA 0,75LTS_TIPO CIN;55;8;1;UN
1530;PINT;PRIMARIO RAL 8008 0,75 OU1LTS;29;3;1;UN
1531;PINT;PRIMÁRIO UNIVERSAL BRANCO P/ MADEIRAS E FERROSOS 1LTS TIPO CIN;62;37;2;UN
1532;PINT;PRIMÁRIO UNIVERSAL CINZA P/ MADEIRAS E FERROSOS 1LTS TIPO CIN;61;29;2;UN
1533;ELE;PROJETOR DE LED 30WTS RECARREGAVEIS;35;0;0;UN
1534;ELE;PROJETOR GAMA 50W/6000K_ TIPO ARUS;34;0;1;UN
1535;ELE;PROJETOR LED 200W/4000K_ TIPO GEWISS ELIA FL - XL3 200W - 60° - 4000K CRI80 - ON/OFF - IP66 - CLASSE I - PRETO - VIDA ÚTIL >=80.000H;132;37;2;UN
1536;ELE;PROJETOR LED IP65 100W/4000K C/PAINEL FOTOVOLTAICO;50;5;1;UN
1537;ELE;PROJETOR LED IP65 200W/4000K_ TIPO BEGHELLI;43;0;1;UN
1538;ELE;PROJETOR LED IP65 50W/4000K;27;0;2;UN
1539;ELE;PROJETOR LED IP65 50W/4000K C/PAINEL FOTOVOLTAICO;49;0;1;UN
1540;ELE;PROJETOR LED THREELINE OLYMPIQUE 200W/5700K PQM;47;0;1;UN
1541;ELE;PROJETOR LED THREELINE OLYMPIQUE 240W/5700K PQM;47;0;0;UN
1542;ELE;PROJETOR LED THREELINE OLYMPIQUE 360W/5700K;43;0;0;UN
1543;ELE;PROJETOR LED THREELINE PRG 50W RGB;34;0;1;UN
1544;CAR;PROTETOR DE CADEIRA EM BORRACHA C/ ENCAIXE P/ INTERIOR DO TUBO DE 22MM INTERIORES;81;500;1;UN
1545;MAQ;PULVERIZADOR DE COSTAS A BATERIA 12V COM CAP 12L, INCLUINDO BATERIA E CARREGADOR DEMAIS ACESSÓRIOS;98;9;1;UN
1546;FER;PUXADOR C/ ESPELHO COMPRIDO INOX P/ CANHÃO;42;58;3;UN
1547;FER;PUXADOR C/ ESPELHO COMPRIDO INOX P/ CHAVE NORMAL;48;23;3;UN
1548;FER;PUXADOR DE ASA CROMADO CURVO (ARMÁRIOS DE COZINHA);50;10;1;UN
1549;FER;PUXADOR DE BOLA INOX;20;0;1;UN
1550;FER;PUXADOR DE MULETA EM INOX;25;17;3;UN
1551;FER;PUXADOR DE PORTA DE ALUMINIO;28;10;1;UN
1552;ELE;QUADRO 3 JANELAS 54 MÓDULOS EXTERIOR ESTANQUE;45;6;1;UN
1553;ELE;QUADRO ELETRICO DE 12MOD. C/ PORTA COMPLETO;43;0;2;UN
1554;ELE;QUADRO ELETRICO DE 36MOD. C/ PORTA COMPLETO;43;4;2;UN
1555;ELE;QUADRO ELETRICO DE 48MOD. C/ PORTA COMPLETO;43;5;2;UN
1556;ELE;QUADRO ELETRICO DE 8MOD. C/ PORTA COMPLETO;42;1;1;UN
1557;PICH;RALO CHUVEIRO ESFÉRICO;22;0;1;UN
1558;ELE;REACTANCIA 1000W/230V;21;2;1;UN
1559;ELE;REACTANCIA 150W;15;2;2;UN
1560;ELE;REACTANCIA 2000W/400V;21;0;1;UN
1561;ELE;REACTANCIA 250W;15;3;2;UN
1562;ELE;REACTANCIA 400W;15;4;2;UN
1563;ELE;REACTANCIA 70W;14;76;2;UN
1564;MAQ;REBARBADORA 125MM LXT 18V 5.0AH, MOD. DGA504Z, INCLUINDO MALA MAKPAC TIPO2 _TIPO MAKITA;87;0;1;UN
1565;MAQ;REBARBADORA 2.200W 230MM SAR MALA_ TIPO MAKITA GA9020RKD;56;0;1;UN
1566;MAQ;REBARBADORA 2.400W 230MM, MOD. GA9030R, INCLUINDO MALA MAKPAC TIPO2 _TIPO MAKITA;80;0;1;UN
1567;MAQ;REBARBADORA ANGULAR PNEUMÁTICA QB135 M7 MAKITA;46;0;0;UN
1568;MAQ;REBARBADORA MINI 1.450W 125MM, MOD. GA5021C, INCLUINDO MALA MAKPAC TIPO2 _TIPO MAKITA;85;0;2;UN
1569;MAQ;REBARBADORA MINI 1100W 125MM _GA5040RZ MAKITA;45;0;0;UN
1570;MAQ;REBARBADORA MINI 1100W 125MM _GA5040RZ MAKITA INCUINDO MALA MAKPAC TIPO 2;73;0;1;UN
1571;MAQ;REBITADOR HIDRAÚLICO DO AR RESISTENTE CEGO PNEUMÁTICO MAKITA;60;800;1;UN
1572;FER;REBITE 3.2X12MM;15;23;1;UN
1573;DIV;REBITE 4 X 20 MM ABA NORMAL;27;950;1;UN
1574;DIV;REBITE 4,8 X 16MM ABA LARGA;27;6000;2;UN
1575;FER;REBITE 4X14MM;13;1907;3;UN
1576;FER;REBITE 4X20MM;13;1250;2;UN
1577;FER;REBITE 4X25MM;13;9;1;UN
1578;DIV;REBITE 5 X 50 MM ABA NORMAL;27;1000;1;UN
1579;FER;REBITE 5X20MM;13;1952;3;UN
1580;FER;REBITE 5X25MM;13;50;1;UN
1581;DIV;REBITE FLOR 4,8 X 21MM;22;1000;1;UN
1582;FER;REBITE FLÔR 5X30MM;18;150;1;UN
1583;TRO;REBOCO HIDROFAGO_ 25KG;22;0;0;UN
1584;TRO;REBOCO NORMAL_25KG;18;0;0;UN
1585;PINT;RECARGA DE ROLO DE PINTURA 250MM ANTI GOTA_TIPO PARDAL ;55;139;2;UN
1586;PINT;RECARGA DE ROLO EM ESPONJA DE 100MM;35;526;3;UN
1587;PINT;RECARGA DE ROLO ESMALTE EM PÊLO_11CM;36;-2;1;UN
1588;PICH;RECARGAS DE GÁS ADEQUADAS AO MAÇARICO;37;3;1;UN
1589;EPI'S;RECARGAS MASCARA FACIAL DE 2 FILTROS;36;2;1;UN
1590;SER;REDE ESAFORT 76.2 X 12.7 X 2.45 H61CM;37;50;1;UN
1591;SER;REDE MALHA CANIL 100X50 MM, 250X150 CM ALTURA_ROLO 25MTS;56;0;0;UN
1592;SER;REDE MOSQUITEIRA METÁLICA;25;18;1;UN
1593;PICH;REDUÇÃO 110 - 40 PVC DIN;24;3;1;UN
1594;PICH;REDUÇÃO 110 - 50 PVC DIN;24;3;1;UN
1595;PICH;REDUÇÃO 110 - 90 PVC DIN;24;1;1;UN
1596;PICH;REDUÇÃO 40 - 32 PVC DIN;23;0;1;UN
1597;PICH;REDUÇÃO 50 - 32 PVC DIN;23;15;1;UN
1598;PICH;REDUÇÃO 50 - 40 PVC DIN;23;29;1;UN
1599;PICH;REDUÇÃO 50 - 90 PVC DIN;23;1;1;UN
1600;PICH;REDUÇÃO 75 - 40 PVC DIN;23;23;1;UN
1601;PICH;REDUÇÃO 75 - 50 PVC DIN;23;33;1;UN
1602;PICH;REDUÇÃO 90 - 40 PVC DIN;23;3;1;UN
1603;ELE;RELÓGIO MONOFÁSICO ANALÓGICO DIÁRIO;35;0;1;UN
1604;ELE;RELÓGIO MONOFÁSICO DIGITAL ASTRONOMICO HAGER;44;0;2;UN
1605;ELE;RELÓGIO MONOFÁSICO DIGITAL MENSAL HAGER;39;6;1;UN
1606;ELE;RELÓGIOS DE ESCADA;18;2;1;UN
1607;PINT;RESGUARDO DE MOBILIÁRIO PARA PINTURA;36;30;1;UN
1608;DIV;RESINA QUIMICA PARA BETÃO E COMPOSTOS ASFALTICOS (BUCHA QUIMÍCA) 300ML P/APLICAÇÃO COM PISTOLA DE SILICONE;106;28;3;UN
1609;ELE;RESINA VALIDADE JUL.2020;24;0;0;UN
1610;MAQ;ROÇADOR DE MOCHILA_ TIPO STIHL FR 235;37;0;0;UN
1611;PINT;ROLO ANTIGOTA GAMA PROFISSIONAL DE 180MM (ARMAÇÃO + ROLO);57;7;2;UN
1612;PINT;ROLO ANTIGOTA GAMA PROFISSIONAL DE 250MM (ARMAÇÃO + ROLO);57;4;2;UN
1613;DIV;ROLO DE FILME PRETO;19;2;1;UN
1614;DIV;ROLO DE FILME TRANSPARENTE;26;0;1;UN
1615;DIV;ROLO DE FIO DE NYLON DE 6MM BRANCO (250MIDADE);46;2;1;UN
1616;ELE;ROLO DE FITA SINALIZADORA PARA TUBO ELETRICIDADE ENTERRADO;58;100;1;UN
1617;PICH;ROLO DE TEFLON DE 19MM DOS GRANDES;34;12;3;UN
1618;PINT;ROLO PARA APLICAÇÃO DE ESMALTE C/ 100MM (ARMAÇÃO + ROLO);56;0;1;UN
1619;PINT;ROLO PARA ESMALTE EM ESPONJA 110MM (ARMAÇÃO + RECARGA);54;16;2;UN
1620;PICH;SABONETEIRA PLÁSTICO BRANCO;27;2;1;UN
1621;MFE;"SACHO C/ PATA E CABO DE MADEIRA TIPO BELLOTA_ ANEXO ""LOTE2_1.145_SACHO""";71;0;0;UN
1622;MFE;"SACO DE FERRAMENTA C/ 44,7 X 27,5 X 23,5CM_ TIPO STANLEY_ ANEXO ""LOTE2_1.146_SACO FER""";86;0;0;UN
1623;PICH;SANITA BRANCA;13;11;3;UN
1624;ELE;SENSOR DE MOVIMENTO 180º;24;136;3;UN
1625;ELE;SENSOR DE MOVIMENTO 360º;24;26;2;UN
1626;FER;SERRA CABOS INOX M10;20;0;1;UN
1627;FER;SERRA CABOS INOX M12;20;6;1;UN
1628;FER;SERRA CABOS INOX M5;19;0;0;UN
1629;FER;SERRA CABOS INOX M6;19;468;1;UN
1630;FER;SERRA CABOS INOX M8;19;0;1;UN
1631;FER;SERRA CABOS ZN M10;18;0;1;UN
1632;FER;SERRA CABOS ZN M12;18;59;1;UN
1633;SER;SERRA CABOS ZN M4MM;19;200;1;UN
1634;SER;SERRA CABOS ZN M6MM;19;84;2;UN
1635;SER;SERRA CABOS ZN M8MM;19;100;2;UN
1636;CAR;SERRA DE CORTE DE TICO-TICO;27;0;1;UN
1637;MFE;SERROTE CARPINTEIRO CABO MIMATERIAL BELLOTA REF.4555-19;55;0;0;UN
1638;MFE;"SERROTE DE COSTAS 300MM 12"" _ TIPO STANLEY FATMAX";49;0;1;UN
1639;MFE;SERROTE DE FACA 250MM_ TIPO STANLEY FATMAX;42;0;0;UN
1640;MFE;SERROTE MANUAL 603 DE ELEVADO DESEMPENHO TIPO FACOM 603.F OU EXPERT;67;0;0;UN
1641;PICH;SIFÃO DE URINOL SAÍDA 40;24;2;2;UN
1642;DIV;SILICONE BRANCO;15;9;3;UN
1643;DIV;SILICONE CINZENTO;17;26;4;UN
1644;DIV;SILICONE DE ALTA TEMPERATURA;28;0;0;UN
1645;DIV;SILICONE LIQUÍDO BRANCO_5KG_TIPO FISCHER;40;4;1;UN
1646;DIV;SILICONE LIQUÍDO CINZENTO_1KG_TIPO RUBSON;41;0;0;UN
1647;DIV;SILICONE LIQUÍDO CINZENTO_5KG_TIPO FISCHER;42;-1;1;UN
1648;DIV;SILICONE LIQUÍDO COR TELHA_5KG_TIPO FISCHER;43;3;1;UN
1649;DIV;SILICONE TRANSPARENTE;21;10;4;UN
1650;CAR;SOALHO DE PINHO TRATADO MACHIADO 2640 X 120 X 27MM 1º QUALIDADE;63;4,04;1;UN
1651;PICH;SOLDA DE ESTANHO EM BARRAS DE 50CM PARA CALEIROS;48;7;2;UN
1652;MAQ;SOPRADOR DE MOCHILA_ TIPO STIHL BR 450;38;0;0;UN
1653;DIV;SPRAY ANTIFERRUGEM EM 300ML_WD40;32;37;3;UN
1654;DIV;SPRAY MASSA CONSISTENTE EM 300ML_WD40;37;1;1;UN
1655;DIV;SPRAY REFLETOR 500ML P/ MARCAR PAVIMENTO AMARELO;48;3;1;UN
1656;DIV;SPRAY REFLETOR 500ML P/ MARCAR PAVIMENTO VERDE;46;37;1;UN
1657;DIV;SPRAY REFLETOR 500ML P/ MARCAR PAVIMENTO VERMELHO;49;17;1;UN
1658;DIV;SPRAY TINTA ESMALTE ACRILICA COR BRANCO BRILHO_ TIPO PECOL ;59;28;2;UN
1659;DIV;SPRAY TINTA ESMALTE ACRILICA COR BRANCO MATE_ TIPO PECOL ;57;27;2;UN
1660;DIV;SPRAY TINTA ESMALTE ACRILICA COR PRETO MATE_ TIPO PECOL ;56;20;2;UN
1661;DIV;SPRAY TINTA ESMALTE ACRILICA COR RAL 6005_ TIPO PECOL ;54;30;2;UN
1662;DIV;SPRAY TINTA ESMALTE ACRILICA COR RAL 9005 BRILHO_ TIPO PECOL ;61;29;2;UN
1663;SER;SPRAY ZINCO A FRIO 300ML_TIPO GALVA BRILHO;42;1;1;UN
1664;PINT;SUBCAPA UNIVERSAL 0,75 BRANCO;29;1;1;UN
1665;DIV;SUPER COLA;10;17;3;UN
1666;ELE;SUPORTE CERÂMICOS E27;21;2;1;UN
1667;ELE;SUPORTE CERÂMICOS G12;21;83;1;UN
1668;ELE;SUPORTE CERÂMICOS RX7S;22;121;2;UN
1669;PICH;SUPORTE DE PAPEL DE MÃOS PLÁSTICO BRANCO;40;2;1;UN
1670;PICH;SUPORTE DE PAPEL HIGÉNICO PEQUENO;33;2;1;UN
1671;PICH;SUPORTE DE PAPEL HIGÉNICO PLÁSTICO BRANCO ROLO INDUSTRIAL;57;4;1;UN
1672;ELE;SUPORTE GU10;12;112;3;UN
1673;PICH;SUPORTE PAPEL MÃO INOX;22;5;1;UN
1674;CAR;TÁBUA DE DECK CASQUINHA TRATADO DE 3000 X 145 X 22 MM;53;96;1;UN
1675;CAR;TÁBUA DE DECK CASQUINHA TRATADO DE 3000 X 145 X 34 MM;53;9;1;UN
1676;CAR;TÁBUA DE PINHO TRATADO 2600 X 120 X 25MM APARELHADA;51;46;1;UN
1677;PINT;TABULEIRO DE 1L, 1,5L PARA APLICAÇÃO ESMALTE;44;38;2;UN
1678;PICH;TACO CEGO EM PLÁSTICO BRANCA;28;0;1;UN
1679;PICH;TACO CEGO EM PLÁSTICO CROMADO;29;3;1;UN
1680;PICH;"TACO LATÃO FÊMEA 1""";19;0;0;UN
1681;PICH;TACO LATÃO FÊMEA 1/2;20;55;2;UN
1682;PICH;TACO LATÃO FÊMEA 3/4;20;34;3;UN
1683;PICH;"TACO LATÃO MACHO 1""";19;0;1;UN
1684;PICH;TACO LATÃO MACHO 1/2;20;87;1;UN
1685;PICH;TACO LATÃO MACHO 3/4;20;39;1;UN
1686;PICH;TACO PVC 110;12;5;1;UN
1687;PICH;TACO PVC 125;12;5;1;UN
1688;PICH;TACO PVC 32;11;20;1;UN
1689;PICH;TACO PVC 40;11;13;1;UN
1690;PICH;TACO PVC 50;11;0;1;UN
1691;PICH;TACO PVC 75;11;8;1;UN
1692;PICH;TACO PVC 90;11;0;1;UN
1693;MFE;TALHADEIRA C/ PROTEÇÃO 350 X 16;31;0;1;UN
1694;MFE;TALHADEIRA SDS-MAX 400MM BETÃO ARMADO;37;0;0;UN
1695;TRO;TALOCHA 340X217MM;17;0;1;UN
1696;TRO;TALOCHA Nº3;11;9;1;UN
1697;PICH;TAMPA 110 PVC C/TAMP INOX 125;29;0;1;UN
1698;PICH;TAMPA CROMADA 110;17;5;1;UN
1699;PICH;TAMPA CROMADA 125;17;0;1;UN
1700;PICH;TAMPA CROMADA DE LATÃO 110 ABA LARGA;36;0;1;UN
1701;PICH;TAMPA CROMADA DE LATÃO 125 ABA LARGA;36;0;1;UN
1702;PICH;TAMPA CROMADA DE LATÃO 90 ABA LARGA;35;1;1;UN
1703;PICH;TAMPA DE SANITA EM POLICARBONATO GAMA ALTA;42;25;2;UN
1704;ELE;TAMPA QUADRADA BRANCA PARA CAIXA DE MANOBRA 80X80 / 100X100;59;75;3;UN
1705;ELE;TAMPA REDONDA PARA APARELHOS DE MANOBRA;39;47;3;UN
1706;PICH;TAMPO DE SANITA PARA PESSOAS DE MOBILIDADE REDUZIDA;51;5;1;UN
1707;PINT;TAPAPOROS_ LATA 1LTS_ TIPO CIN;30;55;4;UN
1708;PICH;TE 110 PVC DIN;14;0;1;UN
1709;PICH;TE 22X1/2X22 BICONE FEMEA;25;74;1;UN
1710;PICH;TE 22X15X22 BICONE;18;1;1;UN
1711;PICH;TE 32 PVC DIN;13;0;0;UN
1712;PICH;TE 40 PVC DIN;13;0;1;UN
1713;PICH;TE 50 PVC DIN;13;0;1;UN
1714;PICH;TE 75 PVC DIN;13;0;0;UN
1715;PICH;TE BICONE ROSCADO 15X1/2X15;27;2;1;UN
1716;PICH;TE BICONE SIMPLES 15;20;33;3;UN
1717;PICH;TE BICONE SIMPLES 22;20;0;1;UN
1718;PICH;"TE DE APERTO RÁPIDO 32X1""X32 FEMEA";34;15;1;UN
1719;PICH;"TE DE APERTO RÁPIDO 32X1""X32 MACHO";34;6;1;UN
1720;PICH;"TE LATÃO 1/2""";13;126;2;UN
1721;PICH;"TE LATÃO 3/4""";13;48;2;UN
1722;PICH;TE LATÃO SIMPLES 32 APERTO RÁPIDO;33;10;1;UN
1723;PICH;TE PPR 20;9;5;1;UN
1724;PICH;TE PPR 25;9;330;3;UN
1725;PICH;TE PPR 25 X 1/2 FEMEA;21;25;2;UN
1726;PICH;TE PPR 25 X 1/2 X 25 FEMEA;26;200;1;UN
1727;PICH;TE PPR 25 X 3/4 X 25 FEMEA;26;14;1;UN
1728;PICH;TE PPR 32;9;5;1;UN
1729;PICH;TE PVC 90 DIN;13;0;0;UN
1730;PICH;TE SIMPLES 32 APERTO RÁPIDO;27;60;1;UN
1731;ELE;TECLA BASCULANTE INTERIOR_TIPO EFAPEL SERIE 7000;48;30;1;UN
1732;ELE;TECLA BASCULANTE LUMINOSO_TIPO EFAPEL SERIE 7000;48;2;1;UN
1733;ELE;TECLA DUPLA SERIE 7000 EFAPEL;29;90;3;UN
1734;ELE;TECLA DUPLA SERIE 9000 EFAPEL;29;1;1;UN
1735;ELE;TECLA SIMPLES SERIE 7000 EFAPEL;31;105;3;UN
1736;ELE;TECLA SIMPLES SERIE 9000 EFAPEL;31;47;3;UN
1737;TRO;TELA ASFALTICA 15CM X 50M DIRETA;32;0;1;UN
1738;TRO;TELA ASFALTICA 1M X 50M;23;4;1;UN
1739;ELE;TELEFONE DE CAMPAINHA BRANCA_TIPO AMPLYVOX;42;0;1;UN
1740;PICH;TELEFONE DE CHUVEIRO 1/2 COM BASE LARGA;39;3;1;UN
1741;DIV;"TENDA ARTICULADA 3 X 3M EM LONA PRETA_ANEXO ""LOTE2_1.154_TENDA""";63;0;0;UN
1742;ELE;TERMINAL 10MM C/FURO 10MM;25;1700;1;UN
1743;ELE;TERMINAL 10MM C/FURO 12MM;25;200;2;UN
1744;ELE;TERMINAL 16MM C/FURO 10MM;25;2300;2;UN
1745;ELE;TERMINAL 16MM C/FURO 12MM;25;110;2;UN
1746;ELE;TERMINAL 25MM C/FURO 10MM;25;200;2;UN
1747;ELE;TERMINAL 25MM C/FURO 12MM;25;400;3;UN
1748;ELE;TERMINAL 6MM C/FURO 8MM;23;400;3;UN
1749;ELE;TERMINAL DE 10MM C/ FURO 10MM;29;100;1;UN
1750;ELE;TERMINAL DE COBRE 10MM2 M8;26;33;1;UN
1751;ELE;TERMINAL DE COBRE 16MM2 M8;26;40;1;UN
1752;ELE;TERMINAL FÊMEA 4MM;18;800;3;UN
1753;ELE;TERMINAL FÊMEA 6MM;18;1296;3;UN
1754;MFE;TESOURA DE ELETRICISTA DE CORTE POTENTE TIPO FACOM 841A.3 OU EXPERT;67;0;0;UN
1755;TRA;TINTA DE TRAFEGO ACRÍLICA AMARELA BALDE 30 KG;45;0;0;UN
1756;TRA;TINTA DE TRAFEGO ACRÍLICA BRANCA BALDE 30 KG;44;0;0;UN
1757;TRA;TINTA DE TRAFEGO ACRÍLICA PRETA BALDE 30 KG;43;0;0;UN
1758;PINT;TINTA PAVIMENTO BRANCA_1LTS;27;1;1;UN
1759;PINT;TINTA PAVIMENTO PRETO_1LTS;26;4;1;UN
1760;PINT;TINTA PAVIMENTO RAL 1018 AMARELO_1LTS;37;1;1;UN
1761;PINT;TINTA PAVIMENTO RAL 1021_4LTS;29;2;1;UN
1762;PINT;TINTA PAVIMENTO RAL 2004_4LTS;29;3;1;UN
1763;PINT;TINTA PAVIMENTO RAL 2009 AMARELO_1LTS;37;1;1;UN
1764;PINT;TINTA PAVIMENTO RAL 3020 VERMELHO VIVO_1LTS;43;5;1;UN
1765;PINT;TINTA PAVIMENTO RAL 3020_4LTS;29;1;1;UN
1766;PINT;TINTA PAVIMENTO RAL 5005_1LTS;29;4;1;UN
1767;PINT;TINTA PAVIMENTO RAL 5012 AZUL CLARO_1LTS;40;0;1;UN
1768;PINT;TINTA PAVIMENTO RAL 5012_4LTS;29;1;1;UN
1769;PINT;TINTA PAVIMENTO RAL 6001_4LTS;29;2;1;UN
1770;PINT;TINTA PAVIMENTO RAL 6018 VERDE CLARO_1LTS;41;1;1;UN
1771;PINT;TINTA PAVIMENTO RAL 9005_4LTS;29;1;1;UN
1772;PINT;TINTA PLASTICA BRANCA PARA INTERIORES_ 1LTS_TIPO CIN;52;0;1;UN
1773;PINT;TINTA PLASTICA DE EXTERIORES FACHADAS BRANCA 15LTS;50;68;4;UN
1774;PINT;TINTA PLASTICA DE EXTERIORES/INTERIOR BRANCA 15LTS;50;19;4;UN
1775;PINT;TINTA PLASTICA DE EXTERIORES/INTERIOR RAL 9024 15LTS;52;2;1;UN
1776;PINT;TINTA PLASTICA DE EXTERIORES/INTERIOR RAL ROSA DIANA BAR 15LTS;62;2;1;UN
1777;PINT;TINTA PLASTICA DE EXTERIORES/INTERIORES RAL 1015 15 LTS;55;35;4;UN
1778;PINT;TINTA PLASTICA EXTERIOR RAL 1015 AFINADA SOBRE BASE _ 1LTS_TIPO CIN;67;2;1;UN
1779;PINT;TINTA PLASTICA RAL 6019 VERDE ÁGUA_15LTS;40;8;1;UN
1780;TRA;TIRA REFLETORA AUTOCOLANTE PARA PINOS DE BORRACHA AMARELA C/5CM DE LARGURA;74;0;0;UN
1781;TRA;TIRA REFLETORA AUTOCOLANTE PARA PINOS DE BORRACHA BRANCA C/ 5CM DE LARGURA;74;0;0;UN
1782;MAQ;TOCHA COMPLETA DE 4M PARA APARELHO DE SOLDAR SEMIAUTOMÁTICO MARCA ESAB LAG 315;78;2;1;UN
1783;MAQ;TOCHA COMPLETA DE 4M PARA APARELHO DE SOLDAR SEMIAUTOMÁTICO MARCA MIG 303;73;2;1;UN
